ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Topics
329,Longest Increasing Path in a Matrix,/problems/longest-increasing-path-in-a-matrix,N,52.2%,Hard,18.67%,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix"
331,Verify Preorder Serialization of a Binary Tree,/problems/verify-preorder-serialization-of-a-binary-tree,N,44.3%,Medium,14.41%,
380,Insert Delete GetRandom O(1),/problems/insert-delete-getrandom-o1,N,52.0%,Medium,3.33%,"Array, Hash Table, Math, Design, Randomized"
387,First Unique Character in a String,/problems/first-unique-character-in-a-string,N,59.0%,Easy,1.28%,"Hash Table, String, Queue, Counting"
394,Decode String,/problems/decode-string,N,57.6%,Medium,20.31%,"String, Stack, Recursion"
486,Predict the Winner,/problems/predict-the-winner,N,50.8%,Medium,10.70%,"Array, Math, Dynamic Programming, Recursion, Game Theory"
560,Subarray Sum Equals K,/problems/subarray-sum-equals-k,N,44.0%,Medium,1.64%,"Array, Hash Table, Prefix Sum"
658,Find K Closest Elements,/problems/find-k-closest-elements,N,46.8%,Medium,8.01%,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
670,Maximum Swap,/problems/maximum-swap,N,47.9%,Medium,15.40%,"Math, Greedy"
680,Valid Palindrome II,/problems/valid-palindrome-ii,N,39.3%,Easy,6.93%,"Two Pointers, String, Greedy"
694,Number of Distinct Islands,/problems/number-of-distinct-islands,Y,60.6%,Medium,22.12%,No Topics Found
735,Asteroid Collision,/problems/asteroid-collision,N,44.4%,Medium,19.80%,"Array, Stack, Simulation"
739,Daily Temperatures,/problems/daily-temperatures,N,66.6%,Medium,5.34%,"Array, Stack, Monotonic Stack"
772,Basic Calculator III,/problems/basic-calculator-iii,Y,48.6%,Hard,28.70%,No Topics Found
785,Is Graph Bipartite?,/problems/is-graph-bipartite,N,52.7%,Medium,5.05%,"Depth-First Search, Breadth-First Search, Union Find, Graph"
787,Cheapest Flights Within K Stops,/problems/cheapest-flights-within-k-stops,N,35.9%,Medium,3.46%,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
489,Robot Room Cleaner,/problems/robot-room-cleaner,Y,76.5%,Hard,18.79%,No Topics Found
945,Minimum Increment to Make Array Unique,/problems/minimum-increment-to-make-array-unique,N,50.3%,Medium,64.39%,"Array, Greedy, Sorting, Counting"
947,Most Stones Removed with Same Row or Column,/problems/most-stones-removed-with-same-row-or-column,N,58.8%,Medium,2.72%,"Hash Table, Depth-First Search, Union Find, Graph"
968,Binary Tree Cameras,/problems/binary-tree-cameras,N,46.8%,Hard,14.22%,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
992,Subarrays with K Different Integers,/problems/subarrays-with-k-different-integers,N,54.4%,Hard,11.13%,"Array, Hash Table, Sliding Window, Counting"
993,Cousins in Binary Tree,/problems/cousins-in-binary-tree,N,54.2%,Easy,15.69%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
994,Rotting Oranges,/problems/rotting-oranges,N,52.5%,Medium,3.90%,"Array, Breadth-First Search, Matrix"
1004,Max Consecutive Ones III,/problems/max-consecutive-ones-iii,N,63.4%,Medium,3.67%,"Array, Binary Search, Sliding Window, Prefix Sum"
1011,Capacity To Ship Packages Within D Days,/problems/capacity-to-ship-packages-within-d-days,N,64.6%,Medium,14.59%,No Topics Found
1099,Two Sum Less Than K,/problems/two-sum-less-than-k,Y,60.8%,Easy,3.03%,No Topics Found
1048,Longest String Chain,/problems/longest-string-chain,N,59.1%,Medium,6.83%,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
1249,Minimum Remove to Make Valid Parentheses,/problems/minimum-remove-to-make-valid-parentheses,N,65.7%,Medium,6.63%,"String, Stack"
1293,Shortest Path in a Grid with Obstacles Elimination,/problems/shortest-path-in-a-grid-with-obstacles-elimination,N,45.6%,Hard,8.34%,"Array, Breadth-First Search, Matrix"
1352,Product of the Last K Numbers,/problems/product-of-the-last-k-numbers,N,49.7%,Medium,28.79%,"Array, Math, Design, Queue, Data Stream"
1366,Rank Teams by Votes,/problems/rank-teams-by-votes,N,58.6%,Medium,14.41%,"Array, Hash Table, String, Sorting, Counting"
1444,Number of Ways of Cutting a Pizza,/problems/number-of-ways-of-cutting-a-pizza,N,58.0%,Hard,100.00%,"Array, Dynamic Programming, Memoization, Matrix"
2096,Step-By-Step Directions From a Binary Tree Node to Another,/problems/step-by-step-directions-from-a-binary-tree-node-to-another,N,48.8%,Medium,7.82%,"String, Tree, Depth-First Search, Binary Tree"
2115,Find All Possible Recipes from Given Supplies,/problems/find-all-possible-recipes-from-given-supplies,N,48.4%,Medium,8.93%,"Array, Hash Table, String, Graph, Topological Sort"
